bug_id,test_path,success,test_length,clus_size_output_fib,num_fib_tests,is_crash,actual_crash,actual_value_match,exception_type_match,test_exception_type_match
Jsoup_88,Jsoup_88_n4.txt,True,71,1,1,False,False,True,False,False
Lang_24,Lang_24_n5.txt,True,17,3,3,False,False,False,False,False
Math_102,Math_102_n1.txt,False,108,2,1,False,False,False,False,False
Math_102,Math_102_n2.txt,True,70,2,1,False,False,False,False,False
Lang_25,Lang_25_n10.txt,True,34,1,1,True,False,False,False,False
Lang_25,Lang_25_n7.txt,True,70,1,1,True,False,False,False,False
Jsoup_1,Jsoup_1_n10.txt,True,33,6,4,False,False,True,False,False
Jsoup_1,Jsoup_1_n1.txt,True,47,6,1,False,False,True,False,False
Jsoup_1,Jsoup_1_n3.txt,True,38,6,1,False,False,True,False,False
Compress_7,Compress_7_n5.txt,False,127,1,1,False,True,False,False,False
Compress_7,Compress_7_n7.txt,False,237,1,1,False,False,False,False,False
Compress_7,Compress_7_n8.txt,False,329,1,1,False,False,False,False,False
Compress_7,Compress_7_n4.txt,False,281,1,1,False,False,False,False,False
Compress_7,Compress_7_n9.txt,False,257,1,1,False,False,False,False,False
Compress_7,Compress_7_n10.txt,False,220,1,1,False,False,False,False,False
Codec_17,Codec_17_n3.txt,True,44,1,1,False,True,False,False,False
Time_19,Time_19_n10.txt,False,120,2,1,False,False,True,False,False
Time_19,Time_19_n3.txt,False,132,2,1,False,False,True,False,False
Time_19,Time_19_n7.txt,False,178,1,1,False,False,True,False,False
Math_16,Math_16_n6.txt,False,52,1,1,True,False,False,False,False
Math_16,Math_16_n7.txt,True,82,1,1,True,False,False,False,False
Math_77,Math_77_n3.txt,True,106,1,1,False,False,False,False,False
JacksonDatabind_102,JacksonDatabind_102_n7.txt,True,90,1,1,False,False,False,False,False
JacksonDatabind_102,JacksonDatabind_102_n6.txt,True,82,1,1,False,False,False,False,False
Jsoup_56,Jsoup_56_n9.txt,True,53,5,1,False,False,False,False,False
Jsoup_56,Jsoup_56_n7.txt,True,51,5,1,False,False,False,False,False
Jsoup_56,Jsoup_56_n2.txt,True,55,5,1,False,False,False,False,False
Jsoup_56,Jsoup_56_n6.txt,True,67,5,1,False,False,False,False,False
Jsoup_56,Jsoup_56_n1.txt,True,71,5,1,False,False,False,False,False
Compress_20,Compress_20_n4.txt,False,75,1,1,True,False,False,False,False
Compress_20,Compress_20_n2.txt,False,74,1,1,True,True,False,False,False
Compress_20,Compress_20_n3.txt,False,71,1,1,True,False,False,False,True
Jsoup_60,Jsoup_60_n10.txt,False,108,1,1,False,True,False,False,False
